code_sdr,nom_sdr,idugd,niveau_geo,qualite_geo,c1,symbole_c1,c58,symbole_c58,c63,symbole_c63,c64,symbole_c64,c65,symbole_c65,c68,symbole_c68,c69,symbole_c69,c70,symbole_c70,c78,symbole_c78,c86,symbole_c86,c89,symbole_c89,c97,symbole_c97,c126,symbole_c126,c127,symbole_c127,c128,symbole_c128,c1998,symbole_c1998,c1999,symbole_c1999,c2229,symbole_c2229
2453005,"Saint-David, Municipalité (MÉ)",2021A00052453005,Subdivision de recensement,00000,872,,700,,5,,25,,5,,5,,40,,35,,240,,25,,870,,135,,695,,685,,38800,,700,,210,,60.7,
2453010,"Massueville, Village (VL)",2021A00052453010,Subdivision de recensement,00000,547,,450,,0,,20,,0,,10,,35,,15,,150,,35,,550,,95,,520,,500,,34800,,520,,225,,49,
2453015,"Saint-Aimé, Municipalité (MÉ)",2021A00052453015,Subdivision de recensement,00000,405,,350,,0,,10,,5,,0,,10,,15,,130,,15,,405,,45,,355,,355,,39200,,355,,105,,66.2,
2453020,"Saint-Robert, Municipalité (MÉ)",2021A00052453020,Subdivision de recensement,00000,1813,,1540,,5,,75,,15,,15,,75,,55,,580,,70,,1815,,190,,1530,,1490,,45720,,1530,,470,,54.6,
2453025,"Sainte-Victoire-de-Sorel, Municipalité (MÉ)",2021A00052453025,Subdivision de recensement,00000,2457,,2115,,5,,115,,15,,10,,120,,90,,760,,80,,2455,,340,,2120,,2090,,49000,,2120,,395,,59.2,
2453032,"Saint-Ours, Ville (V)",2021A00052453032,Subdivision de recensement,00000,1723,,1510,,0,,100,,10,,20,,95,,70,,545,,55,,1695,,235,,1475,,1435,,49040,,1470,,245,,54.4,
2453040,"Saint-Roch-de-Richelieu, Municipalité (MÉ)",2021A00052453040,Subdivision de recensement,00000,2573,,2135,,15,,115,,5,,25,,90,,85,,800,,105,,2570,,315,,2135,,2105,,51080,,2135,,480,,68.1,
2453050,"Saint-Joseph-de-Sorel, Ville (V)",2021A00052453050,Subdivision de recensement,00000,1581,,1355,,5,,50,,5,,20,,145,,95,,395,,115,,1580,,415,,1355,,1330,,32840,,1355,,460,,34.3,
2453052,"Sorel-Tracy, Ville (V)",2021A00052453052,Subdivision de recensement,00000,35165,,30785,,65,,1415,,260,,355,,2515,,2555,,9830,,1635,,33710,,6800,,29330,,28815,,45240,,29330,,6940,,49.1,
2453065,"Sainte-Anne-de-Sorel, Municipalité (MÉ)",2021A00052453065,Subdivision de recensement,00000,2731,,2415,,10,,175,,20,,20,,125,,135,,875,,75,,2710,,375,,2385,,2355,,52950,,2385,,345,,54.1,
2453072,"Yamaska, Municipalité (MÉ)",2021A00052453072,Subdivision de recensement,00000,1736,,1485,,5,,75,,10,,20,,100,,80,,510,,65,,1715,,265,,1440,,1395,,45520,,1440,,430,,57.3,
2453085,"Saint-Gérard-Majella, Paroisse (municipalité de) (PE)",2021A00052453085,Subdivision de recensement,00909,240,,185,,0,,5,,5,,0,,15,,15,,65,,15,,240,,30,,145,,,x,,x,145,,45,,58.6,
2454008,"Saint-Pie, Ville (V)",2021A00052454008,Subdivision de recensement,00000,5847,,4640,,15,,250,,25,,35,,275,,145,,1695,,265,,5840,,660,,4635,,4570,,48040,,4630,,1160,,68.7,
2454017,"Saint-Damase, Municipalité (MÉ)",2021A00052454017,Subdivision de recensement,00000,2447,,2020,,5,,95,,5,,10,,110,,100,,730,,90,,2445,,270,,2005,,1975,,49360,,2005,,575,,66.6,
2454025,"Sainte-Madeleine, Village (VL)",2021A00052454025,Subdivision de recensement,00000,2268,,1820,,5,,80,,15,,15,,115,,60,,660,,100,,2270,,275,,1780,,1765,,50080,,1775,,415,,70.1,
2454030,"Sainte-Marie-Madeleine, Paroisse (municipalité de) (PE)",2021A00052454030,Subdivision de recensement,00000,2876,,2365,,0,,120,,10,,15,,125,,95,,850,,95,,2875,,310,,2375,,2345,,52650,,2375,,595,,69.5,
2454035,"La Présentation, Municipalité (MÉ)",2021A00052454035,Subdivision de recensement,00000,2638,,2075,,5,,95,,5,,20,,100,,65,,770,,85,,2635,,280,,2125,,2075,,52700,,2125,,430,,71.5,
2454048,"Saint-Hyacinthe, Ville (V)",2021A00052454048,Subdivision de recensement,00000,57239,,48745,,115,,2225,,265,,630,,4095,,3370,,15120,,2675,,54830,,11025,,46350,,45470,,45760,,46350,,10990,,58,
2454060,"Saint-Dominique, Municipalité (MÉ)",2021A00052454060,Subdivision de recensement,00000,2741,,2145,,0,,80,,15,,15,,95,,65,,810,,110,,2740,,265,,2140,,2115,,48840,,2140,,485,,69.6,
2454065,"Saint-Valérien-de-Milton, Municipalité (MÉ)",2021A00052454065,Subdivision de recensement,00000,1767,,1425,,5,,80,,10,,20,,65,,65,,505,,60,,1760,,180,,1480,,1470,,43320,,1480,,405,,65.5,
2454072,"Saint-Liboire, Municipalité (MÉ)",2021A00052454072,Subdivision de recensement,00000,3036,,2345,,10,,95,,5,,20,,115,,60,,865,,105,,2995,,265,,2295,,2240,,50560,,2300,,560,,73.5,
2454090,"Saint-Simon, Municipalité (MÉ)",2021A00052454090,Subdivision de recensement,00000,1386,,1080,,0,,50,,5,,5,,45,,25,,400,,35,,1375,,135,,1070,,1050,,46500,,1070,,265,,67.3,
2454095,"Sainte-Hélène-de-Bagot, Municipalité (MÉ)",2021A00052454095,Subdivision de recensement,00000,1696,,1350,,0,,60,,5,,15,,65,,45,,485,,80,,1695,,210,,1350,,1340,,46920,,1350,,405,,67.4,
2454100,"Saint-Hugues, Municipalité (MÉ)",2021A00052454100,Subdivision de recensement,00000,1340,,1035,,0,,50,,5,,10,,45,,35,,390,,40,,1340,,150,,1075,,1050,,46100,,1075,,265,,70.7,
2454105,"Saint-Barnabé-Sud, Municipalité (MÉ)",2021A00052454105,Subdivision de recensement,00000,962,,765,,5,,35,,5,,10,,30,,20,,290,,35,,965,,75,,785,,775,,46500,,780,,175,,58.6,
2454110,"Saint-Jude, Municipalité (MÉ)",2021A00052454110,Subdivision de recensement,00000,1326,,1070,,0,,35,,10,,15,,55,,30,,400,,60,,1330,,125,,1035,,1005,,41700,,1035,,235,,61.4,
2454115,"Saint-Bernard-de-Michaudville, Municipalité (MÉ)",2021A00052454115,Subdivision de recensement,00000,616,,505,,0,,20,,5,,10,,20,,15,,185,,20,,620,,70,,515,,485,,45800,,515,,205,,68,
2454120,"Saint-Louis, Municipalité (MÉ)",2021A00052454120,Subdivision de recensement,00000,740,,625,,0,,40,,5,,10,,45,,25,,215,,15,,740,,100,,600,,595,,43600,,600,,195,,62.5,
2454125,"Saint-Marcel-de-Richelieu, Municipalité (MÉ)",2021A00052454125,Subdivision de recensement,00000,507,,415,,0,,25,,0,,5,,25,,10,,140,,15,,505,,65,,350,,340,,43200,,350,,100,,58.6,
2455008,"Ange-Gardien, Municipalité (MÉ)",2021A00052455008,Subdivision de recensement,00000,2889,,2240,,10,,115,,10,,20,,130,,85,,810,,105,,2780,,285,,2090,,2075,,51500,,2090,,515,,77,
2455015,"Saint-Paul-d'Abbotsford, Municipalité (MÉ)",2021A00052455015,Subdivision de recensement,00000,2886,,2390,,5,,135,,15,,15,,135,,85,,850,,115,,2855,,305,,2360,,2300,,45840,,2360,,610,,62.5,
2455023,"Saint-Césaire, Ville (V)",2021A00052455023,Subdivision de recensement,00000,5972,,4875,,25,,225,,30,,60,,325,,230,,1700,,300,,5835,,800,,4770,,4680,,45440,,4770,,1210,,67.5,
2455030,"Sainte-Angèle-de-Monnoir, Municipalité (MÉ)",2021A00052455030,Subdivision de recensement,00000,1828,,1435,,5,,80,,15,,15,,60,,45,,550,,70,,1825,,165,,1495,,1470,,45760,,1495,,360,,66.2,
2455037,"Rougemont, Municipalité (MÉ)",2021A00052455037,Subdivision de recensement,00000,2696,,2195,,5,,130,,15,,25,,130,,80,,800,,125,,2670,,300,,2130,,2110,,50840,,2130,,555,,65,
2455048,"Marieville, Ville (V)",2021A00052455048,Subdivision de recensement,00000,11332,,9035,,30,,455,,45,,130,,575,,430,,3190,,530,,11030,,1395,,8735,,8610,,48680,,8735,,2020,,68.2,
2455057,"Richelieu, Ville (V)",2021A00052455057,Subdivision de recensement,00000,5742,,4835,,10,,240,,25,,65,,350,,360,,1580,,250,,5415,,775,,4510,,4420,,51500,,4510,,930,,63.1,
2455065,"Saint-Mathias-sur-Richelieu, Municipalité (MÉ)",2021A00052455065,Subdivision de recensement,00000,4544,,3825,,10,,215,,20,,35,,260,,140,,1390,,180,,4535,,540,,3820,,3750,,52000,,3820,,750,,63.9,
2456005,"Venise-en-Québec, Municipalité (MÉ)",2021A00052456005,Subdivision de recensement,00000,1899,,1695,,5,,140,,20,,20,,135,,80,,630,,50,,1880,,295,,1665,,1650,,53300,,1665,,340,,45.9,
2456010,"Saint-Georges-de-Clarenceville, Municipalité (MÉ)",2021A00052456010,Subdivision de recensement,00000,1154,,1015,,0,,55,,10,,10,,70,,65,,350,,30,,1155,,175,,995,,970,,41800,,995,,240,,45.7,
2456015,"Noyan, Municipalité (MÉ)",2021A00052456015,Subdivision de recensement,00000,1418,,1185,,0,,75,,10,,15,,90,,70,,405,,45,,1420,,220,,1215,,1165,,40400,,1220,,445,,52.9,
2456023,"Lacolle, Municipalité (MÉ)",2021A00052456023,Subdivision de recensement,00000,2708,,2245,,5,,105,,15,,25,,150,,135,,805,,115,,2705,,355,,2240,,2205,,44080,,2240,,555,,59.6,
2456030,"Saint-Valentin, Municipalité (MÉ)",2021A00052456030,Subdivision de recensement,00000,418,,340,,5,,10,,5,,0,,10,,10,,130,,15,,415,,35,,365,,355,,37200,,365,,90,,67.1,
2456035,"Saint-Paul-de-l'Île-aux-Noix, Municipalité (MÉ)",2021A00052456035,Subdivision de recensement,00000,2141,,1800,,15,,125,,10,,20,,125,,95,,655,,75,,2140,,285,,1815,,1795,,44760,,1815,,500,,56.2,
2456042,"Henryville, Municipalité (MÉ)",2021A00052456042,Subdivision de recensement,00000,1497,,1195,,0,,55,,10,,15,,90,,55,,430,,60,,1475,,175,,1170,,1145,,41900,,1170,,305,,59.8,
2456050,"Saint-Sébastien, Municipalité (MÉ)",2021A00052456050,Subdivision de recensement,00000,692,,550,,0,,35,,5,,5,,30,,20,,195,,30,,680,,70,,575,,550,,47000,,580,,165,,65.5,
2456055,"Saint-Alexandre, Municipalité (MÉ)",2021A00052456055,Subdivision de recensement,00000,2678,,2070,,10,,95,,0,,15,,90,,70,,790,,95,,2680,,200,,2070,,2045,,48800,,2070,,485,,69.8,
2456060,"Sainte-Anne-de-Sabrevois, Paroisse (municipalité de) (PE)",2021A00052456060,Subdivision de recensement,00000,2143,,1735,,5,,100,,10,,20,,90,,90,,645,,90,,2145,,220,,1710,,1675,,50040,,1710,,395,,65.8,
2456065,"Saint-Blaise-sur-Richelieu, Municipalité (MÉ)",2021A00052456065,Subdivision de recensement,00000,2092,,1720,,5,,95,,10,,20,,85,,65,,635,,70,,2085,,215,,1665,,1640,,49400,,1660,,305,,65.4,
2456083,"Saint-Jean-sur-Richelieu, Ville (V)",2021A00052456083,Subdivision de recensement,00000,97873,,81230,,215,,3865,,490,,1140,,6015,,4705,,27570,,4675,,95695,,14460,,79080,,77650,,50000,,79075,,15780,,61,
2456097,"Mont-Saint-Grégoire, Municipalité (MÉ)",2021A00052456097,Subdivision de recensement,00000,3136,,2540,,5,,120,,10,,15,,90,,75,,965,,105,,3140,,215,,2530,,2460,,52750,,2530,,390,,62.5,
2456105,"Sainte-Brigide-d'Iberville, Municipalité (MÉ)",2021A00052456105,Subdivision de recensement,00000,1428,,1100,,0,,60,,5,,5,,40,,40,,410,,45,,1430,,135,,1105,,1090,,46000,,1105,,250,,75.6,
2457005,"Chambly, Ville (V)",2021A00052457005,Subdivision de recensement,00000,31444,,24715,,65,,1095,,120,,270,,1505,,1115,,9035,,1455,,30900,,3235,,24170,,23615,,60750,,24170,,3400,,70,
2457010,"Carignan, Ville (V)",2021A00052457010,Subdivision de recensement,00000,11740,,9190,,20,,425,,50,,90,,330,,250,,3485,,375,,11735,,765,,9190,,8985,,70000,,9190,,1215,,71.9,
2457020,"Saint-Basile-le-Grand, Ville (V)",2021A00052457020,Subdivision de recensement,00000,17053,,13695,,35,,600,,60,,145,,700,,545,,5065,,765,,16900,,1450,,13545,,13165,,61550,,13545,,1650,,69.7,
2457025,"McMasterville, Municipalité (MÉ)",2021A00052457025,Subdivision de recensement,00000,5936,,4805,,10,,185,,30,,60,,330,,355,,1660,,325,,5585,,710,,4450,,4370,,52750,,4455,,670,,69.5,
2457030,"Otterburn Park, Ville (V)",2021A00052457030,Subdivision de recensement,00000,8479,,6855,,25,,405,,25,,55,,380,,235,,2565,,350,,8480,,745,,6855,,6705,,58650,,6855,,670,,68.6,
2457033,"Saint-Jean-Baptiste, Municipalité (MÉ)",2021A00052457033,Subdivision de recensement,00000,3179,,2625,,10,,130,,15,,25,,150,,105,,950,,125,,3160,,375,,2610,,2545,,48920,,2610,,725,,66.7,
2457035,"Mont-Saint-Hilaire, Ville (V)",2021A00052457035,Subdivision de recensement,00000,18859,,15715,,40,,895,,85,,160,,1115,,820,,5525,,710,,18315,,2170,,15175,,14910,,69300,,15175,,1550,,62.1,
2457040,"Beloeil, Ville (V)",2021A00052457040,Subdivision de recensement,00000,24104,,19525,,65,,915,,140,,195,,1265,,995,,7075,,1060,,23745,,2920,,19165,,18790,,56000,,19165,,2650,,63.8,
2457045,"Saint-Mathieu-de-Beloeil, Municipalité (MÉ)",2021A00052457045,Subdivision de recensement,00000,2952,,2440,,10,,140,,20,,10,,100,,75,,940,,85,,2950,,225,,2440,,2395,,64200,,2435,,340,,65.1,
2457050,"Saint-Marc-sur-Richelieu, Municipalité (MÉ)",2021A00052457050,Subdivision de recensement,00000,2245,,1830,,0,,125,,15,,15,,85,,70,,695,,65,,2240,,190,,1825,,1750,,56050,,1820,,320,,69.2,
2457057,"Saint-Charles-sur-Richelieu, Municipalité (MÉ)",2021A00052457057,Subdivision de recensement,00000,1735,,1510,,0,,120,,10,,15,,75,,60,,560,,60,,1735,,195,,1460,,1435,,56450,,1455,,290,,63.9,
2457068,"Saint-Denis-sur-Richelieu, Municipalité (MÉ)",2021A00052457068,Subdivision de recensement,00000,2339,,1930,,10,,115,,5,,25,,135,,85,,680,,85,,2325,,305,,1975,,1955,,48480,,1975,,390,,59.7,
2457075,"Saint-Antoine-sur-Richelieu, Municipalité (MÉ)",2021A00052457075,Subdivision de recensement,00000,1738,,1425,,5,,105,,10,,10,,70,,60,,545,,40,,1715,,175,,1400,,1385,,54000,,1395,,225,,67.4,
2458007,"Brossard, Ville (V)",2021A00052458007,Subdivision de recensement,00000,91525,,76360,,155,,1895,,220,,1235,,5365,,4260,,25765,,4005,,89145,,9905,,73980,,71175,,52900,,73985,,9920,,56.9,
2458012,"Saint-Lambert, Ville (V)",2021A00052458012,Subdivision de recensement,00000,22761,,19345,,35,,710,,65,,325,,1785,,1385,,5950,,925,,21790,,4435,,18380,,17840,,89500,,18380,,1380,,57.5,
2458033,"Boucherville, Ville (V)",2021A00052458033,Subdivision de recensement,00000,41743,,35235,,85,,1860,,190,,375,,2120,,1875,,12545,,1640,,40875,,4570,,34370,,33615,,73200,,34370,,3165,,59.4,
2458037,"Saint-Bruno-de-Montarville, Ville (V)",2021A00052458037,Subdivision de recensement,00000,26273,,21630,,40,,1030,,110,,210,,1180,,1010,,7935,,965,,25925,,2450,,21285,,20745,,74600,,21285,,1795,,60.5,
2458227,"Longueuil, Ville (V)",2021A00052458227,Subdivision de recensement,00000,254483,,211840,,510,,6710,,705,,3735,,16775,,10670,,68765,,13670,,250425,,40730,,207820,,201855,,49160,,207820,,37150,,60.2,
2459010,"Sainte-Julie, Ville (V)",2021A00052459010,Subdivision de recensement,00000,30045,,24845,,65,,1140,,110,,250,,1335,,940,,8875,,1300,,29335,,2635,,24135,,23510,,62250,,24130,,2905,,67.9,
2459015,"Saint-Amable, Ville (V)",2021A00052459015,Subdivision de recensement,00000,13322,,10305,,35,,320,,35,,110,,485,,340,,3925,,645,,13315,,1135,,10300,,10005,,50080,,10300,,2725,,72.5,
2459020,"Varennes, Ville (V)",2021A00052459020,Subdivision de recensement,00000,21198,,17280,,45,,785,,75,,205,,945,,745,,6270,,935,,20805,,2035,,16885,,16555,,60050,,16880,,2045,,68,
2459025,"Verchères, Municipalité (MÉ)",2021A00052459025,Subdivision de recensement,00000,5759,,4680,,5,,220,,35,,45,,260,,235,,1695,,210,,5700,,660,,4685,,4575,,54350,,4685,,885,,63.1,
2459030,"Calixa-Lavallée, Municipalité (MÉ)",2021A00052459030,Subdivision de recensement,00000,509,,435,,5,,30,,0,,5,,10,,10,,170,,20,,510,,45,,375,,365,,50600,,375,,60,,60,
2459035,"Contrecoeur, Ville (V)",2021A00052459035,Subdivision de recensement,00000,9480,,7550,,25,,345,,40,,75,,420,,345,,2810,,395,,9395,,1245,,7465,,7320,,51800,,7465,,1420,,63,
2460005,"Charlemagne, Ville (V)",2021A00052460005,Subdivision de recensement,00000,6302,,5460,,25,,255,,60,,90,,490,,290,,1825,,375,,6305,,1235,,5455,,5365,,46080,,5455,,1130,,56.9,
2460013,"Repentigny, Ville (V)",2021A00052460013,Subdivision de recensement,00000,86100,,70560,,155,,3135,,465,,895,,4285,,3765,,25130,,3990,,84985,,8710,,69450,,67665,,52950,,69450,,11310,,60.6,
2460020,"Saint-Sulpice, Paroisse (municipalité de) (PE)",2021A00052460020,Subdivision de recensement,00000,3360,,2815,,10,,180,,10,,15,,175,,110,,1030,,185,,3345,,420,,2800,,2740,,50960,,2800,,550,,68,
2460028,"L'Assomption, Ville (V)",2021A00052460028,Subdivision de recensement,00000,23442,,18375,,30,,840,,85,,225,,1190,,890,,6700,,1165,,23020,,2370,,17955,,17470,,52550,,17955,,3180,,64.7,
2460037,"L'Épiphanie, Ville (V)",2021A00052460037,Subdivision de recensement,00000,8883,,7090,,20,,245,,35,,75,,430,,340,,2565,,520,,8785,,980,,6990,,6805,,47360,,6990,,1815,,64.6,
2461005,"Saint-Paul, Municipalité (MÉ)",2021A00052461005,Subdivision de recensement,00000,6566,,5140,,10,,285,,30,,45,,285,,145,,1965,,300,,6555,,690,,5135,,5025,,51080,,5135,,895,,67.1,
2461013,"Crabtree, Municipalité (MÉ)",2021A00052461013,Subdivision de recensement,00000,4155,,3325,,10,,155,,20,,40,,205,,170,,1160,,195,,4070,,560,,3265,,3195,,46200,,3265,,630,,60,
2461020,"Saint-Pierre, Village (VL)",2021A00052461020,Subdivision de recensement,00000,286,,245,,0,,15,,0,,5,,15,,10,,85,,10,,285,,40,,220,,215,,44800,,220,,45,,61.4,
2461025,"Joliette, Ville (V)",2021A00052461025,Subdivision de recensement,00000,21384,,18330,,40,,710,,105,,275,,1900,,1280,,5340,,1240,,20470,,4805,,17415,,17090,,42080,,17420,,4650,,49.1,
2461027,"Saint-Thomas, Municipalité (MÉ)",2021A00052461027,Subdivision de recensement,00000,3496,,2820,,5,,155,,25,,15,,175,,115,,1060,,165,,3495,,400,,2825,,2780,,46600,,2820,,615,,62.2,
2461030,"Notre-Dame-des-Prairies, Ville (V)",2021A00052461030,Subdivision de recensement,00000,9471,,8130,,15,,470,,70,,100,,650,,455,,2855,,445,,9450,,1505,,8110,,7960,,50160,,8110,,1580,,52.7,
2461035,"Saint-Charles-Borromée, Ville (V)",2021A00052461035,Subdivision de recensement,00000,15285,,13460,,30,,615,,100,,150,,1035,,1625,,3940,,610,,13690,,2755,,11870,,11695,,47960,,11865,,2740,,47.5,
2461040,"Saint-Ambroise-de-Kildare, Municipalité (MÉ)",2021A00052461040,Subdivision de recensement,00000,4090,,3315,,10,,165,,10,,30,,195,,150,,1210,,170,,4040,,445,,3255,,3215,,47040,,3255,,630,,63.6,
2461045,"Notre-Dame-de-Lourdes, Municipalité (MÉ)",2021A00052461045,Subdivision de recensement,00000,3141,,2560,,5,,105,,15,,35,,160,,125,,890,,110,,3045,,360,,2480,,2440,,43360,,2480,,685,,59.5,
2461050,"Sainte-Mélanie, Municipalité (MÉ)",2021A00052461050,Subdivision de recensement,00000,3250,,2625,,10,,155,,20,,25,,155,,115,,990,,140,,3225,,385,,2590,,2570,,46400,,2590,,475,,61.8,
2462007,"Saint-Félix-de-Valois, Municipalité (MÉ)",2021A00052462007,Subdivision de recensement,00000,6975,,5905,,15,,285,,50,,75,,390,,360,,2065,,305,,6850,,930,,5780,,5705,,43520,,5775,,1595,,56.8,
2462015,"Saint-Jean-de-Matha, Municipalité (MÉ)",2021A00052462015,Subdivision de recensement,00000,4838,,4220,,15,,235,,25,,50,,320,,295,,1415,,185,,4610,,790,,3990,,3925,,44320,,3990,,1000,,50,
2462020,"Sainte-Béatrix, Municipalité (MÉ)",2021A00052462020,Subdivision de recensement,00000,2170,,1870,,10,,110,,20,,25,,125,,65,,645,,70,,2160,,360,,1865,,1830,,41720,,1860,,345,,47.8,
2462025,"Saint-Alphonse-Rodriguez, Municipalité (MÉ)",2021A00052462025,Subdivision de recensement,00000,3339,,2995,,10,,205,,35,,40,,275,,145,,1015,,115,,3320,,655,,2965,,2950,,44200,,2965,,630,,47.7,
2462030,"Sainte-Marcelline-de-Kildare, Municipalité (MÉ)",2021A00052462030,Subdivision de recensement,00000,1795,,1505,,10,,75,,5,,20,,100,,55,,535,,75,,1795,,280,,1525,,1505,,48320,,1525,,315,,57.4,
2462037,"Rawdon, Municipalité (MÉ)",2021A00052462037,Subdivision de recensement,00000,11719,,9965,,25,,550,,70,,140,,905,,555,,3335,,610,,11505,,1945,,9755,,9575,,43280,,9755,,2225,,51,
2462047,"Chertsey, Municipalité (MÉ)",2021A00052462047,Subdivision de recensement,00010,5295,,4725,,10,,320,,35,,65,,435,,275,,1540,,220,,5270,,1100,,4690,,4590,,40360,,4690,,1250,,44.5,
2462053,"Entrelacs, Municipalité (MÉ)",2021A00052462053,Subdivision de recensement,01010,1054,,975,,5,,90,,5,,20,,80,,60,,315,,30,,1050,,250,,985,,985,,51200,,985,,135,,48.7,
2462055,"Notre-Dame-de-la-Merci, Municipalité (MÉ)",2021A00052462055,Subdivision de recensement,01010,1097,,1030,,0,,60,,10,,10,,120,,55,,325,,40,,1090,,280,,1030,,1010,,54600,,1030,,165,,39.8,
2462060,"Saint-Donat, Municipalité (MÉ)",2021A00052462060,Subdivision de recensement,01010,4561,,4205,,15,,315,,30,,60,,320,,270,,1430,,145,,4505,,955,,4120,,4105,,50000,,4120,,830,,41.1,
2462065,"Saint-Côme, Municipalité (MÉ)",2021A00052462065,Subdivision de recensement,01010,2583,,2275,,5,,155,,15,,25,,220,,155,,785,,110,,2560,,500,,2235,,2190,,41560,,2235,,610,,39.4,
2462070,"Sainte-Émélie-de-l'Énergie, Municipalité (MÉ)",2021A00052462070,Subdivision de recensement,00000,1741,,1515,,5,,110,,15,,30,,140,,75,,525,,85,,1715,,300,,1500,,1480,,39800,,1500,,350,,41,
2462075,"Saint-Damien, Paroisse (municipalité de) (PE)",2021A00052462075,Subdivision de recensement,00000,2393,,2145,,10,,175,,15,,30,,195,,120,,740,,90,,2395,,445,,2150,,2125,,43400,,2145,,475,,45.5,
2462080,"Saint-Zénon, Municipalité (MÉ)",2021A00052462080,Subdivision de recensement,01010,1317,,1230,,5,,65,,15,,25,,100,,65,,405,,35,,1305,,305,,1225,,1190,,43000,,1225,,300,,43.3,
2462085,"Saint-Michel-des-Saints, Municipalité (MÉ)",2021A00052462085,Subdivision de recensement,00000,2496,,2275,,15,,125,,20,,35,,145,,190,,730,,95,,2400,,515,,2200,,2180,,41200,,2200,,710,,43.4,
2462802,"Communauté Atikamekw de Manawan, Réserve indienne (IRI)",2021A00052462802,Subdivision de recensement,03030,2000,,1310,,5,,5,,5,,15,,20,,30,,505,,150,,2000,,10,,1310,,1115,,32100,,1315,,770,,43.3,
2462902,"Lac-Minaki, Non organisé (NO)",2021A00052462902,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462904,"Lac-Devenyns, Non organisé (NO)",2021A00052462904,Subdivision de recensement,09999,5,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462906,"Baie-de-la-Bouteille, Non organisé (NO)",2021A00052462906,Subdivision de recensement,09999,10,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462908,"Lac-Matawin, Non organisé (NO)",2021A00052462908,Subdivision de recensement,09999,10,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462910,"Lac-Legendre, Non organisé (NO)",2021A00052462910,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462912,"Saint-Guillaume-Nord, Non organisé (NO)",2021A00052462912,Subdivision de recensement,02929,102,,95,,0,,10,,5,,0,,15,,5,,30,,0,,100,,30,,80,,,x,,x,80,,35,,43.8,
2462914,"Lac-des-Dix-Milles, Non organisé (NO)",2021A00052462914,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462916,"Lac-Santé, Non organisé (NO)",2021A00052462916,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462918,"Baie-Obaoca, Non organisé (NO)",2021A00052462918,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462919,"Lac-Cabasta, Non organisé (NO)",2021A00052462919,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462920,"Baie-Atibenne, Non organisé (NO)",2021A00052462920,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2462922,"Lac-du-Taureau, Non organisé (NO)",2021A00052462922,Subdivision de recensement,09999,0,,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2463005,"Sainte-Marie-Salomé, Municipalité (MÉ)",2021A00052463005,Subdivision de recensement,00000,1221,,1010,,0,,55,,5,,10,,45,,45,,355,,50,,1225,,155,,1000,,980,,42100,,995,,210,,59.3,
2463013,"Saint-Jacques, Municipalité (MÉ)",2021A00052463013,Subdivision de recensement,00000,4302,,3620,,15,,155,,15,,35,,190,,220,,1260,,210,,4235,,585,,3590,,3515,,43520,,3590,,880,,60.4,
2463023,"Saint-Alexis, Municipalité (MÉ)",2021A00052463023,Subdivision de recensement,00000,1370,,1100,,5,,50,,5,,15,,60,,45,,390,,55,,1370,,150,,1080,,1060,,47200,,1085,,205,,65.7,
2463030,"Saint-Esprit, Municipalité (MÉ)",2021A00052463030,Subdivision de recensement,00000,2011,,1680,,10,,90,,5,,20,,120,,85,,585,,100,,2010,,290,,1670,,1650,,44360,,1665,,335,,66.1,
2463035,"Saint-Roch-de-l'Achigan, Municipalité (MÉ)",2021A00052463035,Subdivision de recensement,00000,5453,,4335,,15,,185,,15,,55,,210,,190,,1575,,245,,5400,,530,,4275,,4185,,48400,,4275,,1005,,63.2,
2463040,"Saint-Roch-Ouest, Municipalité (MÉ)",2021A00052463040,Subdivision de recensement,00000,262,,215,,0,,10,,0,,0,,5,,5,,80,,10,,265,,15,,240,,225,,44400,,240,,45,,58.3,
2463048,"Saint-Lin--Laurentides, Ville (V)",2021A00052463048,Subdivision de recensement,00000,24030,,18400,,65,,735,,110,,250,,1025,,670,,6845,,1280,,23865,,2245,,18245,,17770,,44480,,18245,,5035,,65.3,
