code_sdr,nom_sdr,idugd,niveau_geo,qualite_geo,c1,symbole_c1,c58,symbole_c58,c63,symbole_c63,c64,symbole_c64,c65,symbole_c65,c68,symbole_c68,c69,symbole_c69,c70,symbole_c70,c78,symbole_c78,c86,symbole_c86,c89,symbole_c89,c97,symbole_c97,c126,symbole_c126,c127,symbole_c127,c128,symbole_c128,c1998,symbole_c1998,c1999,symbole_c1999,c2229,symbole_c2229
2438802,"Wôlinak, Réserve indienne (IRI)",2021A00052438802,Subdivision de recensement,00909,194,,170,,0,,10,,0,,0,,20,,5,,45,,10,,195,,45,,170,,,x,,x,170,,60,,61.8,
2439005,"Saints-Martyrs-Canadiens, Paroisse (municipalité de) (PE)",2021A00052439005,Subdivision de recensement,01010,277,,255,,0,,25,,0,,0,,25,,15,,90,,5,,270,,55,,240,,230,,53200,,240,,60,,39.6,
2439010,"Ham-Nord, Canton (municipalité de) (CT)",2021A00052439010,Subdivision de recensement,00000,857,,735,,5,,30,,5,,5,,50,,65,,230,,25,,820,,150,,740,,730,,34100,,740,,220,,48,
2439015,"Notre-Dame-de-Ham, Municipalité (MÉ)",2021A00052439015,Subdivision de recensement,00000,414,,355,,5,,15,,0,,0,,25,,20,,115,,15,,415,,85,,345,,345,,43000,,340,,70,,64.7,
2439020,"Saint-Rémi-de-Tingwick, Municipalité (MÉ)",2021A00052439020,Subdivision de recensement,00000,446,,390,,0,,30,,0,,0,,20,,20,,140,,10,,450,,65,,355,,350,,40200,,360,,80,,56.3,
2439025,"Tingwick, Municipalité (MÉ)",2021A00052439025,Subdivision de recensement,00000,1484,,1235,,5,,75,,15,,10,,55,,45,,455,,35,,1485,,190,,1245,,1230,,43300,,1245,,290,,63.9,
2439030,"Chesterville, Municipalité (MÉ)",2021A00052439030,Subdivision de recensement,00000,877,,695,,0,,35,,5,,5,,30,,25,,255,,30,,875,,100,,700,,690,,42700,,700,,165,,63.6,
2439035,"Sainte-Hélène-de-Chester, Municipalité (MÉ)",2021A00052439035,Subdivision de recensement,00000,384,,315,,0,,15,,0,,0,,20,,15,,115,,10,,380,,60,,305,,305,,41200,,305,,35,,62.3,
2439043,"Saint-Norbert-d'Arthabaska, Municipalité (MÉ)",2021A00052439043,Subdivision de recensement,00000,1247,,975,,0,,40,,5,,10,,35,,25,,365,,40,,1245,,105,,970,,970,,42600,,970,,310,,64.9,
2439060,"Saint-Christophe-d'Arthabaska, Paroisse (municipalité de) (PE)",2021A00052439060,Subdivision de recensement,00000,3111,,2465,,0,,200,,20,,10,,95,,55,,925,,75,,3110,,235,,2465,,2440,,57200,,2465,,525,,68.8,
2439062,"Victoriaville, Ville (V)",2021A00052439062,Subdivision de recensement,00000,47760,,40320,,80,,1965,,300,,455,,3425,,2695,,12795,,2075,,45375,,8520,,37945,,37470,,44440,,37945,,8525,,58.3,
2439077,"Warwick, Ville (V)",2021A00052439077,Subdivision de recensement,00000,4729,,3860,,10,,140,,20,,45,,210,,265,,1320,,190,,4565,,725,,3685,,3650,,45360,,3685,,935,,60.1,
2439085,"Saint-Albert, Municipalité (MÉ)",2021A00052439085,Subdivision de recensement,00000,1640,,1315,,5,,55,,10,,5,,55,,45,,490,,55,,1640,,160,,1330,,1310,,44680,,1335,,445,,72.3,
2439090,"Sainte-Élizabeth-de-Warwick, Municipalité (MÉ)",2021A00052439090,Subdivision de recensement,00000,383,,285,,0,,15,,0,,5,,10,,10,,110,,10,,385,,35,,310,,305,,41200,,310,,85,,74.2,
2439097,"Kingsey Falls, Ville (V)",2021A00052439097,Subdivision de recensement,00000,1986,,1585,,5,,70,,10,,15,,70,,55,,580,,70,,1965,,210,,1585,,1550,,63050,,1580,,325,,71.2,
2439105,"Sainte-Séraphine, Paroisse (municipalité de) (PE)",2021A00052439105,Subdivision de recensement,00000,441,,360,,0,,20,,0,,5,,10,,20,,120,,10,,430,,60,,330,,320,,35200,,330,,75,,56.1,
2439117,"Sainte-Clotilde-de-Horton, Municipalité (MÉ)",2021A00052439117,Subdivision de recensement,00000,1563,,1280,,5,,80,,15,,15,,70,,55,,475,,65,,1565,,190,,1220,,1210,,37500,,1220,,395,,61.1,
2439130,"Saint-Samuel, Municipalité (MÉ)",2021A00052439130,Subdivision de recensement,00000,765,,635,,0,,40,,5,,5,,35,,25,,225,,30,,765,,105,,680,,675,,44100,,680,,145,,61,
2439135,"Saint-Valère, Municipalité (MÉ)",2021A00052439135,Subdivision de recensement,00000,1188,,990,,0,,60,,5,,10,,50,,30,,365,,50,,1185,,125,,1005,,1000,,39900,,1010,,240,,68.8,
2439145,"Saint-Rosaire, Paroisse (municipalité de) (PE)",2021A00052439145,Subdivision de recensement,00000,932,,715,,0,,15,,0,,5,,30,,20,,260,,20,,935,,95,,690,,685,,43800,,690,,235,,67.4,
2439152,"Daveluyville, Ville (V)",2021A00052439152,Subdivision de recensement,00000,2360,,1960,,5,,75,,20,,20,,120,,100,,690,,95,,2360,,380,,1980,,1955,,40200,,1980,,625,,56.6,
2439165,"Maddington Falls, Municipalité (MÉ)",2021A00052439165,Subdivision de recensement,00000,428,,380,,5,,20,,5,,5,,20,,20,,130,,5,,430,,80,,405,,390,,37000,,400,,140,,55,
2439170,"Saint-Louis-de-Blandford, Municipalité (MÉ)",2021A00052439170,Subdivision de recensement,00000,1076,,880,,5,,50,,10,,10,,50,,25,,315,,25,,1070,,170,,855,,855,,40200,,855,,180,,64.9,
2440005,"Ham-Sud, Municipalité (MÉ)",2021A00052440005,Subdivision de recensement,00919,214,,190,,0,,10,,0,,0,,20,,10,,65,,5,,215,,50,,195,,,x,,x,195,,60,,46.2,
2440010,"Saint-Adrien, Municipalité (MÉ)",2021A00052440010,Subdivision de recensement,00000,522,,420,,5,,25,,0,,5,,25,,15,,165,,15,,520,,70,,455,,445,,36400,,455,,120,,50.5,
2440017,"Wotton, Municipalité (MÉ)",2021A00052440017,Subdivision de recensement,00000,1402,,1165,,5,,45,,5,,5,,70,,50,,405,,40,,1365,,190,,1100,,1080,,40000,,1095,,285,,57.1,
2440025,"Saint-Camille, Canton (municipalité de) (CT)",2021A00052440025,Subdivision de recensement,00000,551,,420,,0,,20,,5,,5,,30,,15,,155,,20,,550,,70,,415,,410,,42200,,415,,60,,57.8,
2440032,"Saint-Georges-de-Windsor, Municipalité (MÉ)",2021A00052440032,Subdivision de recensement,00000,958,,760,,0,,30,,5,,5,,35,,20,,290,,30,,950,,105,,760,,755,,41800,,765,,140,,58.8,
2440043,"Val-des-Sources, Ville (V)",2021A00052440043,Subdivision de recensement,00000,7088,,6115,,15,,280,,60,,90,,575,,665,,1855,,325,,6690,,1515,,5720,,5610,,37000,,5720,,1745,,42.7,
2440047,"Danville, Ville (V)",2021A00052440047,Subdivision de recensement,00000,3888,,3280,,10,,200,,20,,35,,230,,195,,1140,,135,,3845,,600,,3225,,3155,,41320,,3225,,860,,55.5,
2441012,"Saint-Isidore-de-Clifton, Municipalité (MÉ)",2021A00052441012,Subdivision de recensement,00000,673,,585,,0,,25,,10,,10,,35,,30,,210,,25,,675,,105,,610,,610,,39000,,610,,175,,57.4,
2441020,"Chartierville, Municipalité (MÉ)",2021A00052441020,Subdivision de recensement,00000,319,,275,,5,,15,,0,,5,,25,,20,,95,,10,,320,,65,,300,,300,,36800,,300,,70,,55,
2441027,"La Patrie, Municipalité (MÉ)",2021A00052441027,Subdivision de recensement,00000,805,,660,,5,,50,,0,,5,,55,,35,,225,,30,,800,,120,,640,,625,,34000,,640,,175,,47.7,
2441037,"Newport, Municipalité (MÉ)",2021A00052441037,Subdivision de recensement,00000,698,,605,,0,,20,,10,,10,,40,,30,,200,,15,,700,,105,,575,,570,,36400,,580,,155,,55.2,
2441038,"Cookshire-Eaton, Ville (V)",2021A00052441038,Subdivision de recensement,00000,5344,,4365,,10,,200,,20,,50,,265,,175,,1535,,220,,5220,,620,,4245,,4175,,43680,,4245,,1120,,63.5,
2441055,"Ascot Corner, Municipalité (MÉ)",2021A00052441055,Subdivision de recensement,00000,3368,,2625,,15,,140,,15,,20,,135,,85,,995,,125,,3350,,290,,2605,,2570,,53900,,2605,,450,,69.5,
2441060,"East Angus, Ville (V)",2021A00052441060,Subdivision de recensement,00000,3840,,3160,,10,,115,,15,,30,,240,,220,,1030,,170,,3645,,585,,2955,,2910,,41440,,2955,,820,,54.8,
2441065,"Westbury, Canton (municipalité de) (CT)",2021A00052441065,Subdivision de recensement,00000,1097,,855,,0,,40,,0,,15,,40,,20,,325,,30,,1095,,90,,865,,845,,43100,,865,,255,,55.5,
2441070,"Bury, Municipalité (MÉ)",2021A00052441070,Subdivision de recensement,00000,1252,,1000,,0,,40,,5,,20,,75,,40,,380,,60,,1250,,135,,990,,970,,38500,,990,,250,,53.5,
2441075,"Hampden, Canton (municipalité de) (CT)",2021A00052441075,Subdivision de recensement,00919,193,,170,,0,,10,,0,,5,,10,,5,,55,,0,,190,,25,,120,,,x,,x,115,,50,,43.5,
2441080,"Scotstown, Ville (V)",2021A00052441080,Subdivision de recensement,00000,459,,405,,0,,15,,0,,5,,30,,30,,135,,15,,460,,95,,445,,440,,33600,,445,,190,,49.4,
2441085,"Lingwick, Canton (municipalité de) (CT)",2021A00052441085,Subdivision de recensement,00000,456,,390,,0,,15,,5,,10,,20,,25,,130,,10,,455,,90,,350,,350,,39600,,350,,70,,47.1,
2441098,"Weedon, Municipalité (MÉ)",2021A00052441098,Subdivision de recensement,00000,2667,,2315,,5,,125,,10,,35,,230,,170,,755,,85,,2600,,485,,2260,,2205,,36720,,2260,,780,,49.3,
2441117,"Dudswell, Municipalité (MÉ)",2021A00052441117,Subdivision de recensement,00000,1755,,1465,,5,,90,,15,,15,,120,,65,,520,,70,,1755,,260,,1500,,1485,,43640,,1500,,300,,58,
2442005,"Stoke, Municipalité (MÉ)",2021A00052442005,Subdivision de recensement,00000,3014,,2455,,5,,145,,15,,20,,140,,75,,925,,90,,3015,,275,,2450,,2405,,50400,,2455,,405,,60.9,
2442020,"Saint-François-Xavier-de-Brompton, Municipalité (MÉ)",2021A00052442020,Subdivision de recensement,00000,2469,,1970,,0,,115,,10,,30,,130,,70,,740,,105,,2435,,275,,1985,,1955,,47240,,1990,,390,,66.3,
2442025,"Saint-Denis-de-Brompton, Municipalité (MÉ)",2021A00052442025,Subdivision de recensement,00000,4594,,3610,,0,,220,,30,,30,,145,,100,,1390,,115,,4575,,430,,3590,,3535,,67700,,3590,,400,,65.2,
2442032,"Racine, Municipalité (MÉ)",2021A00052442032,Subdivision de recensement,00000,1340,,1140,,5,,80,,15,,10,,50,,55,,425,,30,,1320,,145,,1080,,1075,,52700,,1080,,160,,61.1,
2442040,"Bonsecours, Municipalité (MÉ)",2021A00052442040,Subdivision de recensement,00000,650,,530,,0,,30,,5,,5,,40,,20,,190,,20,,650,,100,,510,,495,,53200,,510,,105,,59.8,
2442045,"Lawrenceville, Village (VL)",2021A00052442045,Subdivision de recensement,00000,618,,505,,5,,30,,0,,5,,40,,20,,175,,25,,620,,105,,495,,485,,38200,,495,,175,,57.6,
2442050,"Sainte-Anne-de-la-Rochelle, Municipalité (MÉ)",2021A00052442050,Subdivision de recensement,00000,625,,510,,0,,35,,0,,5,,35,,25,,190,,30,,625,,60,,520,,500,,39400,,515,,160,,61.2,
2442055,"Valcourt, Ville (V)",2021A00052442055,Subdivision de recensement,00000,2139,,1820,,5,,60,,10,,30,,150,,130,,570,,95,,2070,,455,,1770,,1745,,44880,,1765,,380,,56.1,
2442060,"Valcourt, Canton (municipalité de) (CT)",2021A00052442060,Subdivision de recensement,00000,1029,,875,,5,,65,,10,,5,,45,,45,,315,,30,,1030,,140,,895,,885,,44400,,895,,250,,54.2,
2442065,"Maricourt, Municipalité (MÉ)",2021A00052442065,Subdivision de recensement,00000,456,,390,,0,,15,,0,,5,,20,,20,,135,,15,,455,,50,,410,,400,,40200,,405,,95,,50.6,
2442070,"Kingsbury, Village (VL)",2021A00052442070,Subdivision de recensement,00909,142,,120,,0,,5,,5,,0,,10,,5,,50,,5,,140,,25,,130,,,x,,x,130,,25,,69.2,
2442075,"Melbourne, Canton (municipalité de) (CT)",2021A00052442075,Subdivision de recensement,00000,1096,,920,,0,,55,,5,,5,,40,,25,,345,,20,,1095,,95,,875,,850,,50400,,875,,225,,57.7,
2442078,"Ulverton, Municipalité (MÉ)",2021A00052442078,Subdivision de recensement,00000,433,,365,,0,,25,,5,,0,,15,,10,,140,,15,,425,,50,,380,,375,,57000,,380,,60,,64.5,
2442088,"Windsor, Ville (V)",2021A00052442088,Subdivision de recensement,00000,5294,,4355,,15,,205,,15,,50,,325,,315,,1440,,255,,5010,,860,,4070,,4025,,43440,,4070,,955,,59.5,
2442095,"Val-Joli, Municipalité (MÉ)",2021A00052442095,Subdivision de recensement,00000,1671,,1335,,5,,70,,10,,10,,75,,60,,490,,60,,1670,,195,,1345,,1325,,48520,,1345,,285,,65.8,
2442098,"Richmond, Ville (V)",2021A00052442098,Subdivision de recensement,00000,3259,,2775,,10,,120,,10,,40,,260,,210,,865,,125,,3165,,700,,2715,,2650,,38360,,2715,,775,,54.7,
2442100,"Saint-Claude, Municipalité (MÉ)",2021A00052442100,Subdivision de recensement,00000,1141,,945,,5,,75,,5,,5,,50,,30,,365,,40,,1145,,125,,910,,895,,49700,,910,,200,,63.2,
2442110,"Cleveland, Canton (municipalité de) (CT)",2021A00052442110,Subdivision de recensement,00000,1581,,1355,,0,,55,,5,,10,,80,,130,,435,,40,,1405,,140,,1125,,1120,,44700,,1130,,295,,57.1,
2443027,"Sherbrooke, Ville (V)",2021A00052443027,Subdivision de recensement,00000,172950,,145720,,320,,5790,,625,,1830,,11285,,7080,,44770,,7430,,167180,,32260,,139990,,136550,,46880,,139990,,22595,,59.8,
2444003,"Saint-Malo, Municipalité (MÉ)",2021A00052444003,Subdivision de recensement,00000,514,,395,,0,,20,,0,,10,,15,,20,,145,,15,,515,,55,,410,,410,,38600,,410,,145,,68.3,
2444005,"Saint-Venant-de-Paquette, Municipalité (MÉ)",2021A00052444005,Subdivision de recensement,00909,69,,65,,0,,5,,0,,0,,5,,5,,20,,0,,65,,10,,55,,,x,,x,55,,10,,50,
2444010,"East Hereford, Municipalité (MÉ)",2021A00052444010,Subdivision de recensement,00000,282,,235,,0,,5,,0,,5,,15,,10,,80,,10,,280,,45,,235,,235,,38000,,235,,65,,63.8,
2444015,"Saint-Herménégilde, Municipalité (MÉ)",2021A00052444015,Subdivision de recensement,01010,690,,590,,5,,35,,10,,5,,35,,30,,210,,15,,690,,115,,655,,635,,42000,,650,,185,,53.8,
2444023,"Dixville, Municipalité (MÉ)",2021A00052444023,Subdivision de recensement,00000,732,,560,,5,,30,,5,,5,,25,,10,,205,,25,,725,,75,,530,,530,,40200,,535,,135,,66.4,
2444037,"Coaticook, Ville (V)",2021A00052444037,Subdivision de recensement,00000,8867,,7445,,15,,340,,35,,95,,555,,520,,2505,,390,,8625,,1440,,7230,,7150,,41360,,7235,,2185,,59.6,
2444045,"Barnston-Ouest, Municipalité (MÉ)",2021A00052444045,Subdivision de recensement,00000,546,,440,,0,,25,,5,,0,,25,,20,,145,,15,,545,,65,,415,,405,,51800,,415,,80,,55.4,
2444050,"Stanstead-Est, Municipalité (MÉ)",2021A00052444050,Subdivision de recensement,00000,642,,525,,0,,35,,5,,5,,40,,30,,190,,20,,645,,65,,485,,485,,44400,,485,,110,,60.8,
2444055,"Sainte-Edwidge-de-Clifton, Canton (municipalité de) (CT)",2021A00052444055,Subdivision de recensement,00000,546,,430,,0,,20,,5,,5,,15,,10,,150,,15,,545,,45,,410,,410,,45000,,410,,125,,75.6,
2444060,"Martinville, Municipalité (MÉ)",2021A00052444060,Subdivision de recensement,00000,441,,375,,0,,25,,0,,0,,10,,5,,125,,10,,425,,50,,365,,365,,40600,,365,,25,,64.4,
2444071,"Compton, Municipalité (MÉ)",2021A00052444071,Subdivision de recensement,00000,3270,,2610,,5,,150,,15,,25,,155,,125,,945,,95,,3190,,340,,2515,,2460,,43600,,2515,,550,,66.6,
2444080,"Waterville, Ville (V)",2021A00052444080,Subdivision de recensement,00000,2307,,1775,,10,,95,,10,,20,,100,,75,,655,,105,,2285,,230,,1770,,1695,,46320,,1765,,370,,66.1,
2445008,"Stanstead, Ville (V)",2021A00052445008,Subdivision de recensement,00000,2824,,2370,,0,,80,,20,,30,,220,,175,,780,,135,,2750,,465,,2250,,2210,,37840,,2250,,710,,51.6,
2445020,"Ogden, Municipalité (MÉ)",2021A00052445020,Subdivision de recensement,00010,761,,690,,0,,30,,10,,5,,50,,40,,235,,20,,760,,110,,665,,660,,46300,,665,,210,,50.4,
2445025,"Stanstead, Canton (municipalité de) (CT)",2021A00052445025,Subdivision de recensement,00000,1148,,1040,,10,,85,,10,,10,,65,,70,,380,,30,,1145,,170,,1065,,1060,,56700,,1065,,145,,47.4,
2445030,"Potton, Canton (municipalité de) (CT)",2021A00052445030,Subdivision de recensement,01010,2012,,1815,,10,,115,,25,,25,,110,,125,,630,,50,,2010,,375,,1840,,1810,,62100,,1840,,345,,47.6,
2445035,"Ayer's Cliff, Village (VL)",2021A00052445035,Subdivision de recensement,00000,1180,,990,,0,,65,,5,,10,,95,,50,,345,,60,,1145,,180,,1000,,975,,55600,,995,,205,,62.8,
2445043,"Hatley, Municipalité (MÉ)",2021A00052445043,Subdivision de recensement,00000,771,,660,,5,,40,,5,,5,,45,,30,,235,,15,,770,,100,,620,,600,,82800,,620,,90,,60.5,
2445050,"North Hatley, Village (VL)",2021A00052445050,Subdivision de recensement,00000,675,,580,,0,,25,,5,,5,,50,,40,,185,,35,,635,,130,,535,,515,,66400,,535,,35,,45.8,
2445055,"Hatley, Canton (municipalité de) (CT)",2021A00052445055,Subdivision de recensement,00000,2230,,1880,,0,,115,,5,,10,,110,,50,,710,,55,,2225,,175,,1880,,1830,,57450,,1880,,200,,62.8,
2445060,"Sainte-Catherine-de-Hatley, Municipalité (MÉ)",2021A00052445060,Subdivision de recensement,00000,2741,,2315,,15,,195,,20,,25,,135,,75,,875,,65,,2745,,290,,2345,,2315,,60850,,2345,,270,,56.9,
2445072,"Magog, Ville (V)",2021A00052445072,Subdivision de recensement,00000,28312,,24595,,65,,1475,,165,,290,,2330,,1920,,7980,,1165,,26970,,5215,,23280,,23010,,48880,,23280,,4850,,52,
2445080,"Saint-Benoît-du-Lac, Municipalité (MÉ)",2021A00052445080,Subdivision de recensement,01999,43,,45,,0,,0,,0,,0,,0,,0,,10,,0,,15,,0,,,x,,x,,x,,x,,x,,x
2445085,"Austin, Municipalité (MÉ)",2021A00052445085,Subdivision de recensement,00000,1748,,1600,,5,,155,,10,,15,,125,,55,,600,,40,,1750,,255,,1620,,1600,,59200,,1620,,235,,49.1,
2445093,"Eastman, Municipalité (MÉ)",2021A00052445093,Subdivision de recensement,00000,2279,,2025,,5,,190,,15,,20,,130,,75,,755,,45,,2275,,310,,1990,,1975,,54400,,1990,,180,,54.8,
2445095,"Bolton-Est, Municipalité (MÉ)",2021A00052445095,Subdivision de recensement,00000,1108,,1000,,5,,85,,10,,15,,75,,40,,370,,30,,1110,,175,,1010,,1000,,54600,,1010,,190,,45.5,
2445100,"Saint-Étienne-de-Bolton, Municipalité (MÉ)",2021A00052445100,Subdivision de recensement,00020,816,,745,,0,,70,,10,,5,,75,,30,,270,,15,,815,,135,,745,,740,,50300,,750,,80,,43.3,
2445105,"Stukely-Sud, Village (VL)",2021A00052445105,Subdivision de recensement,00000,1142,,965,,0,,55,,5,,10,,60,,30,,360,,35,,1145,,140,,975,,960,,47200,,975,,175,,56.9,
2445115,"Orford, Canton (municipalité de) (CT)",2021A00052445115,Subdivision de recensement,00000,5007,,4215,,15,,360,,25,,40,,245,,105,,1585,,105,,5000,,645,,4210,,4145,,66300,,4205,,405,,58.9,
2446005,"Abercorn, Village (VL)",2021A00052446005,Subdivision de recensement,00000,341,,315,,0,,20,,0,,5,,25,,20,,105,,15,,345,,75,,300,,295,,55200,,300,,35,,53.3,
2446010,"Frelighsburg, Municipalité (MÉ)",2021A00052446010,Subdivision de recensement,00000,1123,,995,,0,,80,,5,,10,,75,,40,,345,,25,,1105,,150,,965,,950,,55400,,965,,120,,59.6,
2446017,"Saint-Armand, Municipalité (MÉ)",2021A00052446017,Subdivision de recensement,00000,1228,,1055,,5,,75,,10,,20,,75,,50,,375,,35,,1230,,210,,1055,,1040,,46700,,1060,,220,,59.4,
2446025,"Pike River, Municipalité (MÉ)",2021A00052446025,Subdivision de recensement,00000,503,,430,,0,,25,,5,,5,,25,,20,,155,,20,,500,,55,,430,,425,,37400,,435,,115,,50.6,
2446030,"Stanbridge Station, Municipalité (MÉ)",2021A00052446030,Subdivision de recensement,00000,291,,235,,0,,10,,0,,5,,10,,10,,80,,10,,295,,30,,210,,210,,50400,,210,,45,,69,
2446035,"Bedford, Ville (V)",2021A00052446035,Subdivision de recensement,00000,2558,,2180,,0,,100,,15,,45,,215,,185,,670,,135,,2445,,530,,2125,,2100,,39240,,2125,,565,,52.5,
2446040,"Bedford, Canton (municipalité de) (CT)",2021A00052446040,Subdivision de recensement,00000,658,,570,,5,,20,,0,,10,,35,,35,,210,,20,,635,,60,,555,,540,,44200,,555,,155,,67.6,
2446045,"Stanbridge East, Municipalité (MÉ)",2021A00052446045,Subdivision de recensement,00000,834,,725,,5,,40,,10,,10,,40,,35,,265,,20,,835,,90,,745,,725,,43700,,745,,265,,51.7,
2446050,"Dunham, Ville (V)",2021A00052446050,Subdivision de recensement,00000,3599,,2990,,5,,195,,15,,35,,195,,120,,1090,,120,,3530,,420,,2920,,2875,,55100,,2920,,460,,63.2,
2446058,"Sutton, Ville (V)",2021A00052446058,Subdivision de recensement,01010,4548,,4140,,10,,260,,35,,50,,425,,240,,1350,,135,,4475,,1000,,4095,,4060,,57650,,4095,,410,,48.1,
2446065,"Bolton-Ouest, Municipalité (MÉ)",2021A00052446065,Subdivision de recensement,00000,732,,665,,0,,45,,5,,5,,45,,35,,240,,15,,715,,100,,670,,670,,62600,,665,,100,,51.1,
2446070,"Brome, Village (VL)",2021A00052446070,Subdivision de recensement,00000,341,,290,,0,,25,,5,,0,,15,,15,,110,,10,,340,,40,,300,,290,,41600,,300,,55,,48.3,
2446075,"Lac-Brome, Ville (V)",2021A00052446075,Subdivision de recensement,00000,5923,,5270,,10,,335,,45,,70,,475,,335,,1850,,210,,5810,,965,,5105,,5060,,62250,,5105,,760,,50,
2446078,"Bromont, Ville (V)",2021A00052446078,Subdivision de recensement,00000,11357,,9525,,25,,685,,75,,120,,635,,270,,3485,,360,,11255,,1520,,9425,,9290,,79900,,9425,,800,,61.3,
2446080,"Cowansville, Ville (V)",2021A00052446080,Subdivision de recensement,00000,15234,,12955,,40,,610,,85,,180,,1140,,900,,4070,,740,,14290,,2765,,12005,,11840,,42160,,12005,,2895,,54.1,
2446085,"East Farnham, Municipalité (MÉ)",2021A00052446085,Subdivision de recensement,00000,612,,495,,0,,25,,0,,10,,30,,20,,195,,35,,615,,70,,510,,505,,47000,,510,,135,,66.7,
2446090,"Brigham, Municipalité (MÉ)",2021A00052446090,Subdivision de recensement,00000,2282,,1885,,5,,115,,20,,15,,115,,65,,710,,85,,2285,,230,,1895,,1875,,47920,,1895,,320,,63.6,
2446095,"Saint-Ignace-de-Stanbridge, Municipalité (MÉ)",2021A00052446095,Subdivision de recensement,00000,677,,545,,0,,25,,5,,0,,10,,20,,205,,20,,675,,60,,590,,590,,39000,,590,,165,,62.7,
2446100,"Notre-Dame-de-Stanbridge, Municipalité (MÉ)",2021A00052446100,Subdivision de recensement,00000,691,,545,,0,,20,,5,,5,,30,,35,,190,,25,,675,,85,,465,,450,,43800,,460,,115,,67.4,
2446105,"Sainte-Sabine, Municipalité (MÉ)",2021A00052446105,Subdivision de recensement,00000,1105,,900,,0,,40,,10,,5,,40,,40,,330,,30,,1085,,85,,860,,860,,47700,,860,,195,,67.4,
2446112,"Farnham, Ville (V)",2021A00052446112,Subdivision de recensement,00000,10149,,8210,,20,,405,,55,,105,,600,,380,,2850,,455,,9970,,1470,,8030,,7925,,43480,,8030,,2195,,61,
2447010,"Saint-Alphonse-de-Granby, Municipalité (MÉ)",2021A00052447010,Subdivision de recensement,00000,3341,,2635,,5,,150,,10,,15,,115,,60,,1040,,120,,3325,,220,,2625,,2580,,49440,,2625,,525,,71.4,
2447017,"Granby, Ville (V)",2021A00052447017,Subdivision de recensement,00000,69025,,58445,,135,,3300,,405,,735,,5145,,4095,,18875,,3150,,66590,,12195,,56025,,55160,,45280,,56025,,12915,,56.8,
2447025,"Waterloo, Ville (V)",2021A00052447025,Subdivision de recensement,00000,4920,,4010,,10,,195,,20,,40,,340,,250,,1310,,250,,4795,,895,,3890,,3810,,42080,,3895,,1260,,56.6,
2447030,"Warden, Village (VL)",2021A00052447030,Subdivision de recensement,00000,362,,300,,0,,15,,5,,5,,20,,10,,110,,15,,360,,40,,280,,280,,44800,,285,,85,,49.1,
2447035,"Shefford, Canton (municipalité de) (CT)",2021A00052447035,Subdivision de recensement,00000,7253,,6060,,10,,410,,25,,35,,255,,165,,2340,,200,,7245,,545,,6045,,5970,,56400,,6045,,970,,62.8,
