x_m,y_m,ecart_c
-210352.5,319927.5,11.950451850891113
-210292.5,319927.5,13.74966812133789
-210232.5,319927.5,10.687378883361816
-210172.5,319927.5,8.02411937713623
-210112.5,319927.5,11.887552261352539
-210052.5,319927.5,13.104503631591797
-209992.5,319927.5,10.725744247436523
-209932.5,319927.5,12.343192100524902
-209872.5,319927.5,12.65318775177002
-209812.5,319927.5,11.177900314331055
-209752.5,319927.5,7.021759510040283
-209692.5,319927.5,7.520602703094482
-209632.5,319927.5,9.6063871383667
-209572.5,319927.5,10.723024368286133
-209512.5,319927.5,13.235898971557617
-209452.5,319927.5,13.881361961364746
-209392.5,319927.5,12.417490005493164
-209332.5,319927.5,13.27720832824707
-209272.5,319927.5,8.905119895935059
-209212.5,319927.5,9.606703758239746
-209152.5,319927.5,14.312439918518066
-209092.5,319927.5,15.532441139221191
-209032.5,319927.5,13.623458862304688
-208972.5,319927.5,14.629217147827148
-208912.5,319927.5,9.052657127380371
-208852.5,319927.5,14.763280868530273
-208792.5,319927.5,15.346053123474121
-208732.5,319927.5,9.752513885498047
-208672.5,319927.5,6.812237739562988
-208612.5,319927.5,6.848304271697998
-208552.5,319927.5,11.883108139038086
-208492.5,319927.5,13.037130355834961
-208432.5,319927.5,9.786405563354492
-208372.5,319927.5,13.517901420593262
-208312.5,319927.5,9.502145767211914
-208252.5,319927.5,4.647421360015869
-208192.5,319927.5,6.64500617980957
-208132.5,319927.5,10.528301239013672
-208072.5,319927.5,12.577274322509766
-208012.5,319927.5,14.357475280761719
-207952.5,319927.5,16.05005645751953
-207892.5,319927.5,16.32718849182129
-207832.5,319927.5,13.863602638244629
-207772.5,319927.5,19.933372497558594
-207712.5,319927.5,17.454965591430664
-207652.5,319927.5,15.253020286560059
-207592.5,319927.5,16.018346786499023
-207532.5,319927.5,15.24951171875
-207472.5,319927.5,13.606386184692383
-207412.5,319927.5,15.254695892333984
-207352.5,319927.5,14.918896675109863
-207292.5,319927.5,14.631735801696777
-207232.5,319927.5,9.602936744689941
-207172.5,319927.5,14.197362899780273
-207112.5,319927.5,14.768148422241211
-207052.5,319927.5,13.161476135253906
-206992.5,319927.5,13.44332504272461
-206932.5,319927.5,10.729198455810547
-206872.5,319927.5,11.867603302001953
-206812.5,319927.5,12.414139747619629
-206752.5,319927.5,13.85927963256836
-206692.5,319927.5,13.735247611999512
-206632.5,319927.5,7.462281227111816
-206572.5,319927.5,3.5769734382629395
-206512.5,319927.5,3.91047739982605
-206452.5,319927.5,4.573812007904053
-206392.5,319927.5,6.139045238494873
-206332.5,319927.5,6.401467800140381
-206272.5,319927.5,6.419101715087891
-206212.5,319927.5,10.05781364440918
-206152.5,319927.5,10.157025337219238
-206092.5,319927.5,9.196993827819824
-206032.5,319927.5,8.433725357055664
-205972.5,319927.5,8.129850387573242
-211672.5,319867.5,11.860700607299805
-211612.5,319867.5,16.441242218017578
-211552.5,319867.5,17.724807739257812
-211492.5,319867.5,16.947242736816406
-211432.5,319867.5,17.537817001342773
-211372.5,319867.5,14.380602836608887
-211312.5,319867.5,15.270721435546875
-211252.5,319867.5,14.669150352478027
-211192.5,319867.5,15.399826049804688
-211132.5,319867.5,14.451498031616211
-211072.5,319867.5,15.411934852600098
-211012.5,319867.5,16.207155227661133
-210952.5,319867.5,12.089714050292969
-210892.5,319867.5,12.870469093322754
-210832.5,319867.5,11.99535846710205
-210772.5,319867.5,6.087972164154053
-210712.5,319867.5,3.1611225605010986
-210652.5,319867.5,7.1643900871276855
-210592.5,319867.5,9.750547409057617
-210532.5,319867.5,12.882704734802246
-210472.5,319867.5,12.98787784576416
-210412.5,319867.5,12.743910789489746
-210352.5,319867.5,13.143266677856445
-210292.5,319867.5,9.765364646911621
-210232.5,319867.5,7.811729907989502
-210172.5,319867.5,7.156013011932373
-210112.5,319867.5,11.966710090637207
-210052.5,319867.5,13.382004737854004
-209992.5,319867.5,12.835517883300781
-209932.5,319867.5,11.426027297973633
-209872.5,319867.5,9.088785171508789
-209812.5,319867.5,8.468294143676758
-209752.5,319867.5,8.971748352050781
-209692.5,319867.5,12.392182350158691
-209632.5,319867.5,12.299919128417969
-209572.5,319867.5,13.450347900390625
-209512.5,319867.5,14.030579566955566
-209452.5,319867.5,11.494728088378906
-209392.5,319867.5,13.987554550170898
-209332.5,319867.5,8.78500747680664
-209272.5,319867.5,9.527477264404297
-209212.5,319867.5,7.946169376373291
-209152.5,319867.5,11.001572608947754
-209092.5,319867.5,10.098969459533691
-209032.5,319867.5,18.590242385864258
-208972.5,319867.5,11.856443405151367
-208912.5,319867.5,13.37153434753418
-208852.5,319867.5,12.832499504089355
-208792.5,319867.5,13.884326934814453
-208732.5,319867.5,10.837286949157715
-208672.5,319867.5,6.9633965492248535
-208612.5,319867.5,6.380030155181885
-208552.5,319867.5,12.482545852661133
-208492.5,319867.5,14.022479057312012
-208432.5,319867.5,14.82022476196289
-208372.5,319867.5,11.019110679626465
-208312.5,319867.5,6.977669715881348
-208252.5,319867.5,4.601179599761963
-208192.5,319867.5,4.67940092086792
-208132.5,319867.5,8.618024826049805
-208072.5,319867.5,12.550271034240723
-208012.5,319867.5,9.445877075195312
-207952.5,319867.5,11.37531566619873
-207892.5,319867.5,15.936424255371094
-207832.5,319867.5,15.315298080444336
-207772.5,319867.5,14.85266399383545
-207712.5,319867.5,13.94439697265625
-207652.5,319867.5,16.15609359741211
-207592.5,319867.5,13.552680015563965
-207532.5,319867.5,10.379380226135254
-207472.5,319867.5,13.88609504699707
-207412.5,319867.5,11.599834442138672
-207352.5,319867.5,16.48684310913086
-207292.5,319867.5,13.761457443237305
-207232.5,319867.5,13.63620662689209
-207172.5,319867.5,9.87441349029541
-207112.5,319867.5,10.913509368896484
-207052.5,319867.5,9.152542114257812
-206992.5,319867.5,11.051749229431152
-206932.5,319867.5,10.344686508178711
-206872.5,319867.5,10.560884475708008
